class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.5492621064186096,0.44305312633514404,-0.896195113658905,0.9999409914016724,0.5679019093513489,0.4283185303211212,-0.8099601864814758,0.999945342540741,0.5783676505088806,0.428687185049057,-0.8097538352012634,0.9999019503593445,0.5906549096107483,0.4289337992668152,-0.8102360367774963,0.9999359250068665,0.5277717113494873,0.42791593074798584,-0.8104608654975891,0.9999589920043945,0.5140908360481262,0.42809996008872986,-0.8105847239494324,0.9999366402626038,0.501846969127655,0.42833903431892395,-0.8106297850608826,0.9999651312828064,0.6072714924812317,0.43763235211372375,-0.42334848642349243,0.9999204277992249,0.48155584931373596,0.43432381749153137,-0.42251843214035034,0.9999785423278809,0.5734099745750427,0.46410495042800903,-0.7608198523521423,0.9999496936798096,0.5260865092277527,0.463840514421463,-0.7618455290794373,0.9999743103981018,0.7076249122619629,0.5247339010238647,-0.2996288537979126,0.9995580315589905,0.3805640637874603,0.5230653882026672,-0.2861579954624176,0.9997202157974243,0.9258953332901001,0.47207486629486084,-0.6352577209472656,0.9994297027587891,0.14920103549957275,0.4847111701965332,-0.7814926505088806,0.999632716178894,0.7930771708488464,0.35146477818489075,-0.8487746715545654,0.9966179132461548,0.2898018956184387,0.3675214648246765,-1.1219521760940552,0.995453953742981,0.7716062664985657,0.31666988134384155,-0.9450916647911072,0.9784303903579712,0.3169322907924652,0.337909996509552,-1.2547192573547363,0.9682138562202454,0.7481359243392944,0.3162107765674591,-0.8671791553497314,0.9719666242599487,0.3360772728919983,0.3373434841632843,-1.137388825416565,0.955300509929657,0.747128427028656,0.3307611346244812,-0.8276470303535461,0.9586889147758484,0.33748260140419006,0.3478044867515564,-1.0973979234695435,0.9420257210731506,0.670013964176178,0.7674780488014221,0.03176167979836464,0.9929941296577454,0.44499117136001587,0.7724027037620544,-0.032372213900089264,0.9945293664932251,0.8506999611854553,0.9446287155151367,-0.8351536393165588,0.8364125490188599,0.2782543897628784,0.9140946865081787,-0.7825709581375122,0.8932662010192871,0.7741209268569946,1.1248759031295776,-0.22687435150146484,0.301411896944046,0.30789297819137573,1.1260182857513428,-0.35350728034973145,0.5281565189361572,0.7267434597015381,1.1433008909225464,-0.18275244534015656,0.28242942690849304,0.34663334488868713,1.1524865627288818,-0.32533442974090576,0.3486926555633545,0.8301061391830444,1.2078135013580322,-0.5525268316268921,0.2083817571401596,0.24966856837272644,1.2047176361083984,-0.717746376991272,0.31257057189941406
up,0.5492443442344666,0.4411088228225708,-0.5341705083847046,0.999944269657135,0.5678909420967102,0.42749452590942383,-0.4445020258426666,0.9999486804008484,0.5783693194389343,0.42781609296798706,-0.44434624910354614,0.9999078512191772,0.5906545519828796,0.42797020077705383,-0.44482776522636414,0.9999398589134216,0.5278786420822144,0.42704328894615173,-0.44181138277053833,0.9999614357948303,0.5144761800765991,0.42718106508255005,-0.4418475031852722,0.9999404549598694,0.5023525953292847,0.4273740351200104,-0.44186875224113464,0.9999673962593079,0.6075164079666138,0.43637314438819885,-0.08515637367963791,0.9999259114265442,0.4815504252910614,0.43341854214668274,-0.06805267184972763,0.9999799132347107,0.5734091401100159,0.46193599700927734,-0.41142022609710693,0.9999509453773499,0.5262738466262817,0.46169012784957886,-0.40794387459754944,0.99997478723526,0.7076278328895569,0.5222940444946289,-0.037296123802661896,0.9995322823524475,0.3814515769481659,0.5223313570022583,0.00010216391819994897,0.9997084140777588,0.9100465178489685,0.44948825240135193,-0.3555775582790375,0.9993665218353271,0.16977669298648834,0.46379491686820984,-0.44108766317367554,0.9995911121368408,0.7802119255065918,0.32926055788993835,-0.5132843255996704,0.9961501359939575,0.30344027280807495,0.3443664014339447,-0.7153277397155762,0.9954572319984436,0.7639532685279846,0.29113298654556274,-0.6016412973403931,0.9764160513877869,0.3286794424057007,0.3125738501548767,-0.8346719145774841,0.9685977101325989,0.740384042263031,0.29339373111724854,-0.5206809639930725,0.9694604873657227,0.34902670979499817,0.311044842004776,-0.7266679406166077,0.9560270309448242,0.7389395833015442,0.3075985610485077,-0.4908018410205841,0.9566210508346558,0.34856605529785156,0.3231794536113739,-0.6929359436035156,0.9436470866203308,0.6707957983016968,0.7687788605690002,0.02093414030969143,0.9933873414993286,0.4449942111968994,0.7738237380981445,-0.02118186093866825,0.9947953820228577,0.8751742243766785,0.9484809637069702,-0.846710741519928,0.8453530073165894,0.2782333195209503,0.9162870645523071,-0.8101714253425598,0.8985903859138489,0.7730100154876709,1.1247501373291016,-0.3278977572917938,0.31955602765083313,0.31321215629577637,1.1258413791656494,-0.4315670430660248,0.5395686030387878,0.7248731255531311,1.1427909135818481,-0.2845938503742218,0.2924746572971344,0.3508809804916382,1.1522294282913208,-0.40577176213264465,0.3524653911590576,0.8281460404396057,1.2063438892364502,-0.6265873312950134,0.21730609238147736,0.2607787549495697,1.2053000926971436,-0.7673036456108093,0.31732651591300964
up,0.5492299199104309,0.4411134719848633,-0.4011375308036804,0.9999471306800842,0.5679094195365906,0.42745617032051086,-0.3064369559288025,0.9999515414237976,0.5783702731132507,0.4278140068054199,-0.30623289942741394,0.9999127984046936,0.5906384587287903,0.4279765188694,-0.30671587586402893,0.9999433159828186,0.5279666781425476,0.42672786116600037,-0.30277833342552185,0.9999632835388184,0.5146579146385193,0.4267212450504303,-0.3028348982334137,0.9999433159828186,0.5025646090507507,0.4268234670162201,-0.3028578460216522,0.9999693036079407,0.6076807379722595,0.436409592628479,0.05263972282409668,0.9999309182167053,0.48244747519493103,0.43288934230804443,0.08044662326574326,0.9999810457229614,0.5733403563499451,0.4619699716567993,-0.2793709635734558,0.9999513030052185,0.5265415906906128,0.4617483913898468,-0.2729986011981964,0.99997478723526,0.70644211769104,0.5205644369125366,0.07292146980762482,0.9995163679122925,0.38163527846336365,0.5215424299240112,0.12380500882863998,0.9996905326843262,0.8796403408050537,0.4280036389827728,-0.23091743886470795,0.9993001818656921,0.19719111919403076,0.4454791843891144,-0.22278496623039246,0.9995389580726624,0.7706456780433655,0.3047421872615814,-0.3568981885910034,0.9956215620040894,0.319344162940979,0.3163399398326874,-0.36492395401000977,0.995435893535614,0.7552750110626221,0.26606130599975586,-0.45839738845825195,0.9744365215301514,0.3409746289253235,0.28813642263412476,-0.48446062207221985,0.9691097140312195,0.7283208966255188,0.2672209143638611,-0.38755524158477783,0.9670052528381348,0.3660220503807068,0.2853078544139862,-0.3916838765144348,0.9569761753082275,0.7267395853996277,0.2782626450061798,-0.34171536564826965,0.9547811150550842,0.36451131105422974,0.2959062159061432,-0.3492805063724518,0.9453843235969543,0.6724528074264526,0.7693328857421875,0.01096744928508997,0.9938718676567078,0.4450991749763489,0.774884819984436,-0.011023261584341526,0.9950953125953674,0.8595098257064819,0.9481843113899231,-0.9550727009773254,0.8550981283187866,0.27881738543510437,0.9176077246665955,-0.8197344541549683,0.9015821218490601,0.7805944681167603,1.124487042427063,-0.36112526059150696,0.34385010600090027,0.3118685483932495,1.126183271408081,-0.40681564807891846,0.5458037257194519,0.7337430715560913,1.1424024105072021,-0.3119233250617981,0.30194979906082153,0.3506837785243988,1.1524074077606201,-0.37677621841430664,0.3523358702659607,0.8276761174201965,1.2086939811706543,-0.6843891143798828,0.2304309904575348,0.2585251033306122,1.2071727514266968,-0.759799063205719,0.32092761993408203
up,0.5496617555618286,0.44089874625205994,-0.10581976920366287,0.9999503493309021,0.5685954689979553,0.42727574706077576,-0.0033701243810355663,0.9999545216560364,0.5787622928619385,0.4277157485485077,-0.0032376330345869064,0.9999180436134338,0.5910565257072449,0.4279373586177826,-0.0037302665878087282,0.9999470710754395,0.5289584994316101,0.4261460304260254,0.0036266962997615337,0.9999651908874512,0.5155566930770874,0.4259885549545288,0.003695864463225007,0.9999460577964783,0.5031517148017883,0.4259219467639923,0.003730875439941883,0.9999711513519287,0.607897162437439,0.43652310967445374,0.3421536087989807,0.9999359846115112,0.48320215940475464,0.4326362907886505,0.3861068785190582,0.9999820590019226,0.5733439922332764,0.46205615997314453,0.005554018076509237,0.9999520182609558,0.5265613198280334,0.4617854356765747,0.016389748081564903,0.9999748468399048,0.7044427394866943,0.5195316672325134,0.2811167240142822,0.9995065927505493,0.3818075954914093,0.5214361548423767,0.38915005326271057,0.99967360496521,0.8480778932571411,0.41386908292770386,-0.033890798687934875,0.9992054104804993,0.22668932378292084,0.42730745673179626,0.10421260446310043,0.999427318572998,0.7620245814323425,0.2857295572757721,-0.1583426296710968,0.9949080348014832,0.3295142948627472,0.2950369715690613,0.03303971514105797,0.9950221180915833,0.7428430318832397,0.2503516972064972,-0.26634782552719116,0.9722169041633606,0.34849482774734497,0.26386895775794983,-0.08706547319889069,0.968439519405365,0.7175532579421997,0.24974802136421204,-0.20218123495578766,0.9643149375915527,0.3736308813095093,0.26189202070236206,0.005850764457136393,0.9564116597175598,0.7164126634597778,0.25818511843681335,-0.14947238564491272,0.9527780413627625,0.3738221228122711,0.2715970575809479,0.04478515312075615,0.9454199075698853,0.6741599440574646,0.7702480554580688,-0.005071181803941727,0.994324803352356,0.44544196128845215,0.7767521739006042,0.005318339914083481,0.9953673481941223,0.8812905550003052,0.9464594125747681,-1.0714811086654663,0.8627133965492249,0.28199502825737,0.9170619249343872,-0.9129781126976013,0.9037981629371643,0.7976869344711304,1.124595046043396,-0.5065562725067139,0.3572346270084381,0.31334051489830017,1.1269855499267578,-0.5312713384628296,0.5469780564308167,0.7548727989196777,1.1427556276321411,-0.46083420515060425,0.3099687695503235,0.3496878743171692,1.1533781290054321,-0.5039687752723694,0.35382723808288574,0.836950421333313,1.209017038345337,-0.8501418232917786,0.23911362886428833,0.26660558581352234,1.2080758810043335,-0.9025546312332153,0.32276633381843567
up,0.5492263436317444,0.4404287040233612,-0.21019263565540314,0.9999507069587708,0.5681489706039429,0.4267069697380066,-0.10953221470117569,0.9999557137489319,0.5783244967460632,0.4271184802055359,-0.1094689667224884,0.9999203085899353,0.58970046043396,0.42736777663230896,-0.11002639681100845,0.9999490976333618,0.5289179086685181,0.42586931586265564,-0.09987226128578186,0.9999648928642273,0.5154489874839783,0.42584705352783203,-0.0998392105102539,0.9999448657035828,0.5029535889625549,0.4258759617805481,-0.09980940818786621,0.9999709725379944,0.6072038412094116,0.436511367559433,0.2343214750289917,0.9999392628669739,0.48319482803344727,0.43275511264801025,0.2892252802848816,0.9999816417694092,0.5720807909965515,0.4619501829147339,-0.09906303137540817,0.9999493360519409,0.5258594751358032,0.46171391010284424,-0.08513280004262924,0.9999719262123108,0.7023163437843323,0.5174182057380676,0.16429270803928375,0.9994749426841736,0.3817664086818695,0.5200689435005188,0.30961352586746216,0.9996232986450195,0.8195812702178955,0.400516539812088,-0.16394838690757751,0.9991099238395691,0.24265006184577942,0.4075816571712494,0.050021011382341385,0.9991919994354248,0.7400460243225098,0.26350513100624084,-0.2764787971973419,0.9943382740020752,0.3410874307155609,0.2731721103191376,-0.020178500562906265,0.9939914345741272,0.724168062210083,0.23159220814704895,-0.3884619474411011,0.970892071723938,0.3574560582637787,0.243424654006958,-0.13752689957618713,0.9660311341285706,0.7015717029571533,0.23051787912845612,-0.32686546444892883,0.9627166986465454,0.380508691072464,0.24097545444965363,-0.05767837166786194,0.9538251757621765,0.6991198658943176,0.23815926909446716,-0.2675071954727173,0.9518255591392517,0.3814862370491028,0.250352680683136,-0.014711035415530205,0.9436495900154114,0.6743879914283752,0.7709852457046509,-0.01341918483376503,0.9947166442871094,0.4454464316368103,0.778075098991394,0.01379514392465353,0.9955571293830872,0.8526850342750549,0.9460757970809937,-1.1369116306304932,0.8654066324234009,0.28321754932403564,0.9167900681495667,-0.9577964544296265,0.9010781049728394,0.8068436980247498,1.1249641180038452,-0.5662009119987488,0.3597589135169983,0.3138798177242279,1.1263141632080078,-0.5759676098823547,0.5375575423240662,0.7652023434638977,1.1440461874008179,-0.5194680094718933,0.31288865208625793,0.3489525020122528,1.1531912088394165,-0.5491008162498474,0.34975993633270264,0.8538468480110168,1.2084203958511353,-0.9117904305458069,0.2399308681488037,0.26991361379623413,1.2067164182662964,-0.9528242349624634,0.31629353761672974
up,0.5465987324714661,0.44173261523246765,-0.5466684699058533,0.9999245405197144,0.565037190914154,0.4264250099658966,-0.4651721715927124,0.9999440908432007,0.5762671828269958,0.4268856644630432,-0.46515026688575745,0.9999035000801086,0.5871259570121765,0.42729005217552185,-0.46573224663734436,0.9999405741691589,0.5267534852027893,0.4260444641113281,-0.45347630977630615,0.9999459981918335,0.5134206414222717,0.4261529743671417,-0.45350801944732666,0.9999096989631653,0.5012651085853577,0.42638319730758667,-0.4535764455795288,0.9999509453773499,0.6059310436248779,0.4370627701282501,-0.14975368976593018,0.9999329447746277,0.4827393591403961,0.4338854253292084,-0.08565112948417664,0.9999657273292542,0.5683586001396179,0.4622648060321808,-0.43944624066352844,0.9999240636825562,0.5225299000740051,0.4622000455856323,-0.4225832521915436,0.9999443888664246,0.6992079615592957,0.5149989724159241,-0.1779196709394455,0.9993700981140137,0.3847024738788605,0.517748236656189,-0.0410982146859169,0.9994320273399353,0.7631378769874573,0.37862101197242737,-0.5295156240463257,0.9989142417907715,0.2816760241985321,0.3891232907772064,-0.29532119631767273,0.9984093308448792,0.7141219973564148,0.23768673837184906,-0.6586991548538208,0.9931276440620422,0.34537187218666077,0.24936231970787048,-0.38453254103660583,0.9901750683784485,0.7058244943618774,0.20541183650493622,-0.7769221067428589,0.9688469171524048,0.36100509762763977,0.2194489687681198,-0.5045340061187744,0.9560757279396057,0.6824448108673096,0.20428958535194397,-0.7221654057502747,0.9605193138122559,0.38615038990974426,0.21483199298381805,-0.45217594504356384,0.9434192776679993,0.6765848994255066,0.212612122297287,-0.6516947746276855,0.951052725315094,0.3887767791748047,0.2221066951751709,-0.3900052607059479,0.9361631870269775,0.6746304631233215,0.7719279527664185,-0.017727024853229523,0.9950512051582336,0.4449067711830139,0.7804566025733948,0.018099363893270493,0.9951006770133972,0.8174951076507568,0.9324504137039185,-1.2059948444366455,0.8539231419563293,0.2841830849647522,0.9143043756484985,-0.9834349751472473,0.8744044899940491,0.8274779915809631,1.1370980739593506,-0.8169156908988953,0.34584352374076843,0.31194502115249634,1.1285407543182373,-0.7916261553764343,0.4874766170978546,0.7937543392181396,1.1625111103057861,-0.7891877293586731,0.29316195845603943,0.33989524841308594,1.158071756362915,-0.7855075597763062,0.3202216625213623,0.8749178051948547,1.2249740362167358,-1.2052772045135498,0.2266991287469864,0.27691224217414856,1.206241250038147,-1.1919682025909424,0.2843157947063446
up,0.5406419038772583,0.4460417926311493,-0.7262999415397644,0.9997424483299255,0.5589821934700012,0.42817774415016174,-0.6554091572761536,0.9998301267623901,0.5716716051101685,0.4282592236995697,-0.656151533126831,0.9997535347938538,0.5832121968269348,0.42844465374946594,-0.6567840576171875,0.999840259552002,0.5210714936256409,0.42837953567504883,-0.645858645439148,0.9997889995574951,0.5076820850372314,0.42853406071662903,-0.6459337472915649,0.9996528625488281,0.4956471621990204,0.4289337992668152,-0.6458719968795776,0.999755322933197,0.6042894124984741,0.43728047609329224,-0.38245463371276855,0.9998432993888855,0.48098722100257874,0.43565434217453003,-0.3464706242084503,0.9998267292976379,0.562370240688324,0.4653802812099457,-0.6342114210128784,0.9997797608375549,0.5169425010681152,0.4655488133430481,-0.6108555197715759,0.9997677803039551,0.6945099830627441,0.510823130607605,-0.4237452745437622,0.9991828203201294,0.3900837004184723,0.5150502324104309,-0.31802433729171753,0.9989328384399414,0.7322357296943665,0.3740796148777008,-0.7906479835510254,0.9986158609390259,0.30724817514419556,0.3831954300403595,-0.5577263236045837,0.9974428415298462,0.686997652053833,0.23656636476516724,-0.965301513671875,0.9919170141220093,0.3496931493282318,0.24109295010566711,-0.7239209413528442,0.9869981408119202,0.681865930557251,0.20341141521930695,-1.1170101165771484,0.9673267006874084,0.36077454686164856,0.21381783485412598,-0.8519282341003418,0.9504479169845581,0.65928715467453,0.20115281641483307,-1.081973671913147,0.9591962695121765,0.38742923736572266,0.20679090917110443,-0.7896878719329834,0.9380441904067993,0.6518331170082092,0.2109472155570984,-0.9777311086654663,0.9513957500457764,0.3920615613460541,0.21455547213554382,-0.7280240058898926,0.9333255290985107,0.6750843524932861,0.77432781457901,-0.014765839092433453,0.99473637342453,0.4448947608470917,0.7825139164924622,0.015620349906384945,0.9933215975761414,0.8160942792892456,0.929818868637085,-1.1671620607376099,0.8390663862228394,0.2828384339809418,0.9148858189582825,-0.9753894805908203,0.8532027006149292,0.8322445750236511,1.1518877744674683,-0.7818713188171387,0.3344649076461792,0.3101460635662079,1.1321347951889038,-0.7429021000862122,0.4459751844406128,0.7992244958877563,1.179923415184021,-0.7579160928726196,0.2746063470840454,0.336823433637619,1.1638338565826416,-0.7358375787734985,0.29527246952056885,0.8837713599205017,1.2402619123458862,-1.1670042276382446,0.21456141769886017,0.28248465061187744,1.2094292640686035,-1.1373778581619263,0.2559677064418793
down,0.5354365110397339,0.4462943375110626,-0.3842446208000183,0.9995692372322083,0.5545493960380554,0.42806771397590637,-0.28998270630836487,0.9997028112411499,0.5683441162109375,0.42807286977767944,-0.2900148034095764,0.9996160864830017,0.5801954865455627,0.42831307649612427,-0.2905626595020294,0.9997377991676331,0.5128868818283081,0.4287016689777374,-0.28344669938087463,0.9995927214622498,0.4980153441429138,0.42908021807670593,-0.2834259271621704,0.9993568658828735,0.4848116338253021,0.42957207560539246,-0.2835613787174225,0.999484121799469,0.6002357006072998,0.43676090240478516,0.04816592484712601,0.9997693300247192,0.47151073813438416,0.43669646978378296,0.0893285721540451,0.9996485710144043,0.5581884980201721,0.4662102460861206,-0.2720552682876587,0.9995939135551453,0.5083394050598145,0.4664759039878845,-0.2615510821342468,0.9994745254516602,0.6883459091186523,0.5119507908821106,-0.037665098905563354,0.9990082383155823,0.3903924524784088,0.5159372091293335,0.058637361973524094,0.9976835250854492,0.7453157305717468,0.3787716031074524,-0.4266674518585205,0.9980359077453613,0.31664395332336426,0.3855949342250824,-0.26141366362571716,0.9958820939064026,0.687954306602478,0.24158771336078644,-0.6271798610687256,0.9896001219749451,0.37744876742362976,0.24959023296833038,-0.3426942229270935,0.9793767929077148,0.6811344027519226,0.209390327334404,-0.7648572325706482,0.9636985659599304,0.38749468326568604,0.21922186017036438,-0.46948710083961487,0.9349747896194458,0.6550929546356201,0.20929460227489471,-0.701354444026947,0.9566095471382141,0.41223978996276855,0.21537184715270996,-0.4140588343143463,0.9233944416046143,0.6487315893173218,0.22049441933631897,-0.6229516863822937,0.9542827606201172,0.4181150794029236,0.22597336769104004,-0.34930524230003357,0.9262446761131287,0.6738250255584717,0.782852828502655,-0.010426427237689495,0.9937137961387634,0.44130244851112366,0.7900668978691101,0.011195908300578594,0.988775908946991,0.816920816898346,0.9351319074630737,-1.2834230661392212,0.8023391962051392,0.28362327814102173,0.9249871373176575,-1.045433759689331,0.8126945495605469,0.8094205856323242,1.1384470462799072,-0.7336289286613464,0.2918528616428375,0.3296603858470917,1.1327993869781494,-0.71342533826828,0.33667024970054626,0.7828105688095093,1.1654356718063354,-0.6919220089912415,0.2220393419265747,0.3576934337615967,1.1595044136047363,-0.6940239071846008,0.2246939241886139,0.8493589758872986,1.222521185874939,-1.0894529819488525,0.17782177031040192,0.3132461607456207,1.2117421627044678,-1.1011713743209839,0.1804029643535614
down,0.5339288115501404,0.44827741384506226,-0.26034092903137207,0.9996267557144165,0.5540012121200562,0.4288182854652405,-0.16413076221942902,0.9997406005859375,0.5678912401199341,0.42856648564338684,-0.1641865372657776,0.9996625781059265,0.5797374844551086,0.4287456274032593,-0.16475200653076172,0.9997711777687073,0.5118939280509949,0.4306611120700836,-0.16118532419204712,0.9996452331542969,0.49718764424324036,0.4313488006591797,-0.161105215549469,0.9994387030601501,0.4840150475502014,0.43195784091949463,-0.16121460497379303,0.9995571970939636,0.6000725626945496,0.4371379017829895,0.1741035431623459,0.9997958540916443,0.4709491431713104,0.438163697719574,0.19915582239627838,0.9996968507766724,0.5557543039321899,0.46714672446250916,-0.14782951772212982,0.9996376037597656,0.506618320941925,0.46824103593826294,-0.14219190180301666,0.9995368123054504,0.6886783838272095,0.5134098529815674,0.09395986050367355,0.9990337491035461,0.38914158940315247,0.5176529884338379,0.1712917536497116,0.9978736639022827,0.7679028511047363,0.38456991314888,-0.2746395170688629,0.997785747051239,0.3039608299732208,0.3905284106731415,-0.13252271711826324,0.9959238767623901,0.6964002251625061,0.25277477502822876,-0.45176300406455994,0.9883104562759399,0.37683722376823425,0.2571915090084076,-0.19809892773628235,0.9792271256446838,0.6833853721618652,0.21630366146564484,-0.5783114433288574,0.9602435231208801,0.38616496324539185,0.22573040425777435,-0.3160875141620636,0.93318110704422,0.656151533126831,0.21529850363731384,-0.5126884579658508,0.9530056118965149,0.41098982095718384,0.2230394333600998,-0.25690487027168274,0.921650767326355,0.6503759026527405,0.2288758009672165,-0.44655153155326843,0.9514713287353516,0.41682925820350647,0.23552899062633514,-0.20113863050937653,0.9254204034805298,0.6735495924949646,0.7843477725982666,-0.01539990771561861,0.993756890296936,0.44025877118110657,0.7907450795173645,0.016202308237552643,0.9887462258338928,0.8141160011291504,0.9352968335151672,-1.262774109840393,0.8029735684394836,0.2841135263442993,0.9218434691429138,-1.0321078300476074,0.8124643564224243,0.8080065846443176,1.148535966873169,-0.8719638586044312,0.2860269248485565,0.3282971978187561,1.1331418752670288,-0.8161900043487549,0.31949111819267273,0.7826282978057861,1.177665114402771,-0.8457168936729431,0.21778815984725952,0.3552441895008087,1.1605557203292847,-0.806577742099762,0.21613286435604095,0.8450430631637573,1.2360265254974365,-1.2559956312179565,0.17348355054855347,0.3080843687057495,1.2135703563690186,-1.2020364999771118,0.1701635867357254
down,0.5363077521324158,0.44813838601112366,-0.41670694947242737,0.9997615218162537,0.5553354024887085,0.4305560290813446,-0.3343760669231415,0.9998270869255066,0.5686693787574768,0.43047723174095154,-0.33414825797080994,0.9997697472572327,0.5796498656272888,0.43096524477005005,-0.33471232652664185,0.9998469948768616,0.5170927047729492,0.43243327736854553,-0.3388427793979645,0.999768078327179,0.5026456117630005,0.43345317244529724,-0.3386089503765106,0.9996361136436462,0.4899294674396515,0.434527188539505,-0.33864226937294006,0.9997323155403137,0.5995107293128967,0.43996208906173706,0.017771830782294273,0.9998530149459839,0.47028782963752747,0.441414475440979,0.013129593804478645,0.9998176693916321,0.5577104687690735,0.4669106602668762,-0.28766411542892456,0.9997483491897583,0.511802077293396,0.4674137234687805,-0.2927287817001343,0.9997031092643738,0.7003483772277832,0.5176433324813843,0.03771621361374855,0.9993153214454651,0.38570553064346313,0.5228644013404846,0.045613858848810196,0.9985900521278381,0.8855485320091248,0.45009154081344604,-0.3039790987968445,0.9977576732635498,0.209601491689682,0.4400457739830017,-0.29816102981567383,0.9973142147064209,0.7666900753974915,0.3305825889110565,-0.5083298683166504,0.9883768558502197,0.3501715064048767,0.3193507194519043,-0.35907864570617676,0.985649049282074,0.7504730224609375,0.29878225922584534,-0.6063743829727173,0.9571301341056824,0.37350502610206604,0.28712278604507446,-0.4514949917793274,0.9462214112281799,0.7241392135620117,0.2986046075820923,-0.5143932700157166,0.9494342803955078,0.395860880613327,0.2876075506210327,-0.35992541909217834,0.9359927773475647,0.7216453552246094,0.31024423241615295,-0.48696741461753845,0.9476740956306458,0.3972197473049164,0.29957640171051025,-0.33929264545440674,0.939009428024292,0.6756513118743896,0.7809358835220337,-0.004866976290941238,0.9939703941345215,0.4420682191848755,0.7868472337722778,0.00542832538485527,0.989138662815094,0.8163460493087769,0.9363203644752502,-1.1429190635681152,0.8410236835479736,0.2850100100040436,0.9182676076889038,-0.964175283908844,0.8467715978622437,0.8232463598251343,1.1549890041351318,-0.7273975610733032,0.32315593957901,0.33277732133865356,1.1336419582366943,-0.7591547966003418,0.3285335600376129,0.7873206734657288,1.1832385063171387,-0.6951810717582703,0.22140191495418549,0.3631111681461334,1.1621615886688232,-0.7518182396888733,0.2133159637451172,0.8805027008056641,1.245680332183838,-1.1169939041137695,0.18841078877449036,0.2971387207508087,1.2192002534866333,-1.1200441122055054,0.17513447999954224
